episode,method,seed,reward,cumulative_reward,n_stored,n_validated,n_rejected
64,full_memory,0,1.0,42.0,65,0,0
65,full_memory,0,1.0,43.0,66,0,0
66,full_memory,0,1.0,44.0,67,0,0
67,full_memory,0,0.0,44.0,68,0,0
68,full_memory,0,1.0,45.0,69,0,0
69,full_memory,0,1.0,46.0,70,0,0
70,full_memory,0,1.0,47.0,71,0,0
71,full_memory,0,1.0,48.0,72,0,0
72,full_memory,0,1.0,49.0,73,0,0
73,full_memory,0,1.0,50.0,74,0,0
74,full_memory,0,1.0,51.0,75,0,0
75,full_memory,0,1.0,52.0,76,0,0
76,full_memory,0,1.0,53.0,77,0,0
77,full_memory,0,1.0,54.0,78,0,0
78,full_memory,0,1.0,55.0,79,0,0
79,full_memory,0,1.0,56.0,80,0,0
80,full_memory,0,1.0,57.0,81,0,0
81,full_memory,0,1.0,58.0,82,0,0
82,full_memory,0,1.0,59.0,83,0,0
83,full_memory,0,1.0,60.0,84,0,0
84,full_memory,0,1.0,61.0,85,0,0
85,full_memory,0,1.0,62.0,86,0,0
86,full_memory,0,1.0,63.0,87,0,0
87,full_memory,0,1.0,64.0,88,0,0
88,full_memory,0,1.0,65.0,89,0,0
89,full_memory,0,0.0,65.0,90,0,0
90,full_memory,0,1.0,66.0,91,0,0
91,full_memory,0,1.0,67.0,92,0,0
92,full_memory,0,1.0,68.0,93,0,0
93,full_memory,0,1.0,69.0,94,0,0
94,full_memory,0,1.0,70.0,95,0,0
95,full_memory,0,1.0,71.0,96,0,0
96,full_memory,0,1.0,72.0,97,0,0
97,full_memory,0,1.0,73.0,98,0,0
98,full_memory,0,1.0,74.0,99,0,0
99,full_memory,0,1.0,75.0,100,0,0
0,retrieval,0,1.0,1.0,1,0,0
1,retrieval,0,0.0,1.0,2,0,0
2,retrieval,0,0.0,1.0,3,0,0
3,retrieval,0,1.0,2.0,4,0,0
4,retrieval,0,0.0,2.0,5,0,0
5,retrieval,0,1.0,3.0,6,0,0
6,retrieval,0,1.0,4.0,7,0,0
7,retrieval,0,0.0,4.0,8,0,0
8,retrieval,0,0.0,4.0,9,0,0
9,retrieval,0,1.0,5.0,10,0,0
10,retrieval,0,1.0,6.0,11,0,0
11,retrieval,0,1.0,7.0,12,0,0
12,retrieval,0,1.0,8.0,13,0,0
13,retrieval,0,1.0,9.0,14,0,0
14,retrieval,0,1.0,10.0,15,0,0
15,retrieval,0,0.0,10.0,16,0,0
16,retrieval,0,1.0,11.0,17,0,0
17,retrieval,0,1.0,12.0,18,0,0
18,retrieval,0,1.0,13.0,19,0,0
19,retrieval,0,1.0,14.0,20,0,0
20,retrieval,0,1.0,15.0,21,0,0
21,retrieval,0,1.0,16.0,22,0,0
22,retrieval,0,1.0,17.0,23,0,0
23,retrieval,0,1.0,18.0,24,0,0
24,retrieval,0,1.0,19.0,25,0,0
25,retrieval,0,1.0,20.0,26,0,0
26,retrieval,0,1.0,21.0,27,0,0
27,retrieval,0,1.0,22.0,28,0,0
28,retrieval,0,1.0,23.0,29,0,0
29,retrieval,0,1.0,24.0,30,0,0
30,retrieval,0,1.0,25.0,31,0,0
31,retrieval,0,1.0,26.0,32,0,0
32,retrieval,0,1.0,27.0,33,0,0
33,retrieval,0,1.0,28.0,34,0,0
34,retrieval,0,1.0,29.0,35,0,0
35,retrieval,0,1.0,30.0,36,0,0
36,retrieval,0,1.0,31.0,37,0,0
37,retrieval,0,1.0,32.0,38,0,0
38,retrieval,0,1.0,33.0,39,0,0
39,retrieval,0,1.0,34.0,40,0,0
40,retrieval,0,1.0,35.0,41,0,0
41,retrieval,0,1.0,36.0,42,0,0
42,retrieval,0,1.0,37.0,43,0,0
43,retrieval,0,1.0,38.0,44,0,0
44,retrieval,0,1.0,39.0,45,0,0
45,retrieval,0,1.0,40.0,46,0,0
46,retrieval,0,1.0,41.0,47,0,0
47,retrieval,0,1.0,42.0,48,0,0
48,retrieval,0,1.0,43.0,49,0,0
49,retrieval,0,1.0,44.0,50,0,0
50,retrieval,0,1.0,45.0,51,0,0
51,retrieval,0,1.0,46.0,52,0,0
52,retrieval,0,1.0,47.0,53,0,0
53,retrieval,0,1.0,48.0,54,0,0
54,retrieval,0,1.0,49.0,55,0,0
55,retrieval,0,1.0,50.0,56,0,0
56,retrieval,0,1.0,51.0,57,0,0
57,retrieval,0,1.0,52.0,58,0,0
58,retrieval,0,1.0,53.0,59,0,0
59,retrieval,0,1.0,54.0,60,0,0
60,retrieval,0,1.0,55.0,61,0,0
61,retrieval,0,1.0,56.0,62,0,0
62,retrieval,0,1.0,57.0,63,0,0
63,retrieval,0,1.0,58.0,64,0,0
64,retrieval,0,1.0,59.0,65,0,0
65,retrieval,0,1.0,60.0,66,0,0
66,retrieval,0,1.0,61.0,67,0,0
67,retrieval,0,1.0,62.0,68,0,0
68,retrieval,0,1.0,63.0,69,0,0
69,retrieval,0,1.0,64.0,70,0,0
70,retrieval,0,1.0,65.0,71,0,0
71,retrieval,0,1.0,66.0,72,0,0
72,retrieval,0,1.0,67.0,73,0,0
73,retrieval,0,1.0,68.0,74,0,0
74,retrieval,0,1.0,69.0,75,0,0
75,retrieval,0,1.0,70.0,76,0,0
76,retrieval,0,1.0,71.0,77,0,0
77,retrieval,0,1.0,72.0,78,0,0
78,retrieval,0,1.0,73.0,79,0,0
79,retrieval,0,1.0,74.0,80,0,0
80,retrieval,0,1.0,75.0,81,0,0
81,retrieval,0,1.0,76.0,82,0,0
82,retrieval,0,1.0,77.0,83,0,0
83,retrieval,0,1.0,78.0,84,0,0
84,retrieval,0,1.0,79.0,85,0,0
85,retrieval,0,1.0,80.0,86,0,0
86,retrieval,0,1.0,81.0,87,0,0
87,retrieval,0,1.0,82.0,88,0,0
88,retrieval,0,1.0,83.0,89,0,0
89,retrieval,0,1.0,84.0,90,0,0
90,retrieval,0,1.0,85.0,91,0,0
91,retrieval,0,1.0,86.0,92,0,0
92,retrieval,0,1.0,87.0,93,0,0
93,retrieval,0,1.0,88.0,94,0,0
94,retrieval,0,1.0,89.0,95,0,0
95,retrieval,0,1.0,90.0,96,0,0
96,retrieval,0,1.0,91.0,97,0,0
97,retrieval,0,1.0,92.0,98,0,0
98,retrieval,0,1.0,93.0,99,0,0
99,retrieval,0,1.0,94.0,100,0,0
0,reflexion,0,1.0,1.0,1,0,0
1,reflexion,0,0.0,1.0,2,0,0
2,reflexion,0,0.0,1.0,3,0,0
3,reflexion,0,1.0,2.0,4,0,0
4,reflexion,0,1.0,3.0,5,0,0
5,reflexion,0,0.0,3.0,6,0,0
6,reflexion,0,1.0,4.0,7,0,0
7,reflexion,0,1.0,5.0,8,0,0
8,reflexion,0,0.0,5.0,9,0,0
9,reflexion,0,0.0,5.0,10,0,0
10,reflexion,0,1.0,6.0,11,0,0
11,reflexion,0,0.0,6.0,12,0,0
12,reflexion,0,0.0,6.0,13,0,0
13,reflexion,0,1.0,7.0,14,0,0
14,reflexion,0,0.0,7.0,15,0,0
15,reflexion,0,0.0,7.0,16,0,0
16,reflexion,0,1.0,8.0,17,0,0
17,reflexion,0,1.0,9.0,18,0,0
18,reflexion,0,1.0,10.0,19,0,0
19,reflexion,0,1.0,11.0,20,0,0
20,reflexion,0,1.0,12.0,21,0,0
21,reflexion,0,1.0,13.0,22,0,0
22,reflexion,0,1.0,14.0,23,0,0
23,reflexion,0,1.0,15.0,24,0,0
24,reflexion,0,1.0,16.0,25,0,0
25,reflexion,0,1.0,17.0,26,0,0
26,reflexion,0,1.0,18.0,27,0,0
27,reflexion,0,1.0,19.0,28,0,0
28,reflexion,0,1.0,20.0,29,0,0
29,reflexion,0,1.0,21.0,30,0,0
30,reflexion,0,1.0,22.0,31,0,0
31,reflexion,0,1.0,23.0,32,0,0
32,reflexion,0,1.0,24.0,33,0,0
33,reflexion,0,1.0,25.0,34,0,0
34,reflexion,0,1.0,26.0,35,0,0
35,reflexion,0,1.0,27.0,36,0,0
36,reflexion,0,1.0,28.0,37,0,0
37,reflexion,0,1.0,29.0,38,0,0
38,reflexion,0,0.0,29.0,39,0,0
39,reflexion,0,1.0,30.0,40,0,0
40,reflexion,0,0.0,30.0,41,0,0
41,reflexion,0,1.0,31.0,42,0,0
42,reflexion,0,1.0,32.0,43,0,0
43,reflexion,0,1.0,33.0,44,0,0
44,reflexion,0,1.0,34.0,45,0,0
45,reflexion,0,1.0,35.0,46,0,0
46,reflexion,0,0.0,35.0,47,0,0
47,reflexion,0,1.0,36.0,48,0,0
48,reflexion,0,1.0,37.0,49,0,0
49,reflexion,0,1.0,38.0,50,0,0
50,reflexion,0,1.0,39.0,51,0,0
51,reflexion,0,1.0,40.0,52,0,0
52,reflexion,0,1.0,41.0,53,0,0
53,reflexion,0,1.0,42.0,54,0,0
54,reflexion,0,1.0,43.0,55,0,0
55,reflexion,0,0.0,43.0,56,0,0
56,reflexion,0,1.0,44.0,57,0,0
57,reflexion,0,1.0,45.0,58,0,0
58,reflexion,0,1.0,46.0,59,0,0
59,reflexion,0,1.0,47.0,60,0,0
60,reflexion,0,1.0,48.0,61,0,0
61,reflexion,0,1.0,49.0,62,0,0
62,reflexion,0,1.0,50.0,63,0,0
63,reflexion,0,1.0,51.0,64,0,0
64,reflexion,0,1.0,52.0,65,0,0
65,reflexion,0,0.0,52.0,66,0,0
66,reflexion,0,1.0,53.0,67,0,0
67,reflexion,0,1.0,54.0,68,0,0
68,reflexion,0,1.0,55.0,69,0,0
69,reflexion,0,1.0,56.0,70,0,0
70,reflexion,0,1.0,57.0,71,0,0
71,reflexion,0,1.0,58.0,72,0,0
72,reflexion,0,1.0,59.0,73,0,0
73,reflexion,0,1.0,60.0,74,0,0
74,reflexion,0,1.0,61.0,75,0,0
75,reflexion,0,1.0,62.0,76,0,0
76,reflexion,0,1.0,63.0,77,0,0
77,reflexion,0,1.0,64.0,78,0,0
78,reflexion,0,1.0,65.0,79,0,0
79,reflexion,0,1.0,66.0,80,0,0
80,reflexion,0,1.0,67.0,81,0,0
81,reflexion,0,1.0,68.0,82,0,0
82,reflexion,0,1.0,69.0,83,0,0
83,reflexion,0,1.0,70.0,84,0,0
84,reflexion,0,1.0,71.0,85,0,0
85,reflexion,0,1.0,72.0,86,0,0
86,reflexion,0,1.0,73.0,87,0,0
87,reflexion,0,1.0,74.0,88,0,0
88,reflexion,0,1.0,75.0,89,0,0
89,reflexion,0,1.0,76.0,90,0,0
90,reflexion,0,1.0,77.0,91,0,0
91,reflexion,0,1.0,78.0,92,0,0
92,reflexion,0,0.0,78.0,93,0,0
93,reflexion,0,1.0,79.0,94,0,0
94,reflexion,0,1.0,80.0,95,0,0
95,reflexion,0,1.0,81.0,96,0,0
96,reflexion,0,1.0,82.0,97,0,0
97,reflexion,0,1.0,83.0,98,0,0
98,reflexion,0,1.0,84.0,99,0,0
99,reflexion,0,1.0,85.0,100,0,0
0,heuristic,0,1.0,1.0,1,0,0
1,heuristic,0,1.0,2.0,2,0,0
2,heuristic,0,0.0,2.0,3,0,0
3,heuristic,0,0.0,2.0,4,0,0
4,heuristic,0,1.0,3.0,5,0,0
5,heuristic,0,1.0,4.0,6,0,0
6,heuristic,0,1.0,5.0,7,0,0
7,heuristic,0,0.0,5.0,8,0,0
8,heuristic,0,0.0,5.0,9,0,0
9,heuristic,0,0.0,5.0,10,0,0
10,heuristic,0,1.0,6.0,11,0,0
11,heuristic,0,1.0,7.0,12,0,0
12,heuristic,0,1.0,8.0,13,0,0
13,heuristic,0,1.0,9.0,14,0,0
14,heuristic,0,0.0,9.0,15,0,0
15,heuristic,0,1.0,10.0,16,0,0
16,heuristic,0,1.0,11.0,17,0,0
17,heuristic,0,1.0,12.0,18,0,0
18,heuristic,0,1.0,13.0,19,0,0
19,heuristic,0,1.0,14.0,20,0,0
20,heuristic,0,1.0,15.0,21,0,0
21,heuristic,0,0.0,15.0,22,0,0
22,heuristic,0,1.0,16.0,23,0,0
23,heuristic,0,0.0,16.0,24,0,0
24,heuristic,0,0.0,16.0,25,0,0
25,heuristic,0,1.0,17.0,26,0,0
26,heuristic,0,1.0,18.0,27,0,0
27,heuristic,0,1.0,19.0,28,0,0
28,heuristic,0,1.0,20.0,29,0,0
29,heuristic,0,0.0,20.0,30,0,0
30,heuristic,0,0.0,20.0,31,0,0
31,heuristic,0,1.0,21.0,32,0,0
32,heuristic,0,1.0,22.0,33,0,0
33,heuristic,0,1.0,23.0,34,0,0
34,heuristic,0,1.0,24.0,35,0,0
35,heuristic,0,1.0,25.0,36,0,0
36,heuristic,0,1.0,26.0,37,0,0
37,heuristic,0,1.0,27.0,38,0,0
38,heuristic,0,1.0,28.0,39,0,0
39,heuristic,0,1.0,29.0,40,0,0
40,heuristic,0,1.0,30.0,41,0,0
41,heuristic,0,1.0,31.0,42,0,0
42,heuristic,0,1.0,32.0,43,0,0
43,heuristic,0,1.0,33.0,44,0,0
44,heuristic,0,1.0,34.0,45,0,0
45,heuristic,0,1.0,35.0,46,0,0
46,heuristic,0,1.0,36.0,47,0,0
47,heuristic,0,1.0,37.0,48,0,0
48,heuristic,0,1.0,38.0,49,0,0
49,heuristic,0,0.0,38.0,50,0,0
50,heuristic,0,1.0,39.0,51,0,0
51,heuristic,0,1.0,40.0,52,0,0
52,heuristic,0,1.0,41.0,53,0,0
53,heuristic,0,1.0,42.0,54,0,0
54,heuristic,0,1.0,43.0,55,0,0
55,heuristic,0,1.0,44.0,56,0,0
56,heuristic,0,1.0,45.0,57,0,0
57,heuristic,0,1.0,46.0,58,0,0
58,heuristic,0,1.0,47.0,59,0,0
59,heuristic,0,1.0,48.0,60,0,0
60,heuristic,0,1.0,49.0,61,0,0
61,heuristic,0,1.0,50.0,62,0,0
62,heuristic,0,1.0,51.0,63,0,0
63,heuristic,0,1.0,52.0,64,0,0
64,heuristic,0,1.0,53.0,65,0,0
65,heuristic,0,1.0,54.0,66,0,0
66,heuristic,0,1.0,55.0,67,0,0
67,heuristic,0,1.0,56.0,68,0,0
68,heuristic,0,1.0,57.0,69,0,0
69,heuristic,0,1.0,58.0,70,0,0
70,heuristic,0,1.0,59.0,71,0,0
71,heuristic,0,1.0,60.0,72,0,0
72,heuristic,0,0.0,60.0,73,0,0
73,heuristic,0,1.0,61.0,74,0,0
74,heuristic,0,1.0,62.0,75,0,0
75,heuristic,0,1.0,63.0,76,0,0
76,heuristic,0,1.0,64.0,77,0,0
77,heuristic,0,1.0,65.0,78,0,0
78,heuristic,0,1.0,66.0,79,0,0
79,heuristic,0,1.0,67.0,80,0,0
80,heuristic,0,1.0,68.0,81,0,0
81,heuristic,0,1.0,69.0,82,0,0
82,heuristic,0,1.0,70.0,83,0,0
83,heuristic,0,1.0,71.0,84,0,0
84,heuristic,0,1.0,72.0,85,0,0
85,heuristic,0,1.0,73.0,86,0,0
86,heuristic,0,1.0,74.0,87,0,0
87,heuristic,0,1.0,75.0,88,0,0
88,heuristic,0,1.0,76.0,89,0,0
89,heuristic,0,1.0,77.0,90,0,0
90,heuristic,0,0.0,77.0,91,0,0
91,heuristic,0,1.0,78.0,92,0,0
92,heuristic,0,1.0,79.0,93,0,0
93,heuristic,0,1.0,80.0,94,0,0
94,heuristic,0,1.0,81.0,95,0,0
95,heuristic,0,1.0,82.0,96,0,0
96,heuristic,0,1.0,83.0,97,0,0
97,heuristic,0,1.0,84.0,98,0,0
98,heuristic,0,1.0,85.0,99,0,0
99,heuristic,0,1.0,86.0,100,0,0
0,agemem,0,1.0,1.0,1,0,0
1,agemem,0,1.0,2.0,2,0,0
2,agemem,0,1.0,3.0,3,0,0
3,agemem,0,1.0,4.0,4,0,0
4,agemem,0,0.0,4.0,5,0,0
5,agemem,0,1.0,5.0,6,0,0
6,agemem,0,1.0,6.0,7,0,0
7,agemem,0,1.0,7.0,8,0,0
8,agemem,0,1.0,8.0,9,0,0
9,agemem,0,0.0,8.0,10,0,0
10,agemem,0,1.0,9.0,11,0,0
11,agemem,0,0.0,9.0,12,0,0
12,agemem,0,0.0,9.0,13,0,0
13,agemem,0,0.0,9.0,14,0,0
14,agemem,0,0.0,9.0,15,0,0
15,agemem,0,1.0,10.0,16,0,0
16,agemem,0,1.0,11.0,17,0,0
17,agemem,0,1.0,12.0,18,0,0
18,agemem,0,1.0,13.0,19,0,0
19,agemem,0,0.0,13.0,20,0,0
20,agemem,0,0.0,13.0,21,0,0
21,agemem,0,1.0,14.0,22,0,0
22,agemem,0,1.0,15.0,23,0,0
23,agemem,0,1.0,16.0,24,0,0
24,agemem,0,1.0,17.0,25,0,0
25,agemem,0,1.0,18.0,26,0,0
26,agemem,0,1.0,19.0,27,0,0
27,agemem,0,1.0,20.0,28,0,0
28,agemem,0,1.0,21.0,29,0,0
29,agemem,0,1.0,22.0,30,0,0
30,agemem,0,1.0,23.0,31,0,0
31,agemem,0,1.0,24.0,31,0,0
32,agemem,0,1.0,25.0,32,0,0
33,agemem,0,1.0,26.0,33,0,0
34,agemem,0,1.0,27.0,33,0,0
35,agemem,0,1.0,28.0,33,0,0
36,agemem,0,1.0,29.0,33,0,0
37,agemem,0,1.0,30.0,34,0,0
38,agemem,0,1.0,31.0,35,0,0
39,agemem,0,1.0,32.0,36,0,0
40,agemem,0,1.0,33.0,37,0,0
41,agemem,0,1.0,34.0,38,0,0
42,agemem,0,0.0,34.0,39,0,0
43,agemem,0,1.0,35.0,40,0,0
44,agemem,0,1.0,36.0,40,0,0
45,agemem,0,1.0,37.0,40,0,0
46,agemem,0,1.0,38.0,41,0,0
47,agemem,0,1.0,39.0,41,0,0
48,agemem,0,1.0,40.0,42,0,0
49,agemem,0,0.0,40.0,42,0,0
50,agemem,0,1.0,41.0,42,0,0
51,agemem,0,1.0,42.0,43,0,0
52,agemem,0,0.0,42.0,44,0,0
53,agemem,0,1.0,43.0,44,0,0
54,agemem,0,1.0,44.0,45,0,0
55,agemem,0,1.0,45.0,45,0,0
56,agemem,0,1.0,46.0,46,0,0
57,agemem,0,1.0,47.0,47,0,0
58,agemem,0,1.0,48.0,47,0,0
59,agemem,0,1.0,49.0,47,0,0
60,agemem,0,1.0,50.0,47,0,0
61,agemem,0,1.0,51.0,47,0,0
62,agemem,0,1.0,52.0,47,0,0
63,agemem,0,1.0,53.0,47,0,0
64,agemem,0,1.0,54.0,47,0,0
65,agemem,0,1.0,55.0,47,0,0
66,agemem,0,1.0,56.0,47,0,0
67,agemem,0,1.0,57.0,48,0,0
68,agemem,0,1.0,58.0,48,0,0
69,agemem,0,0.0,58.0,49,0,0
70,agemem,0,0.0,58.0,49,0,0
71,agemem,0,0.0,58.0,49,0,0
72,agemem,0,1.0,59.0,49,0,0
73,agemem,0,1.0,60.0,49,0,0
74,agemem,0,1.0,61.0,49,0,0
75,agemem,0,1.0,62.0,49,0,0
76,agemem,0,1.0,63.0,50,0,0
77,agemem,0,1.0,64.0,50,0,0
78,agemem,0,1.0,65.0,50,0,0
79,agemem,0,1.0,66.0,50,0,0
80,agemem,0,1.0,67.0,50,0,0
81,agemem,0,1.0,68.0,50,0,0
82,agemem,0,1.0,69.0,50,0,0
83,agemem,0,1.0,70.0,50,0,0
84,agemem,0,1.0,71.0,50,0,0
85,agemem,0,1.0,72.0,50,0,0
86,agemem,0,1.0,73.0,50,0,0
87,agemem,0,1.0,74.0,50,0,0
88,agemem,0,0.0,74.0,50,0,0
89,agemem,0,1.0,75.0,50,0,0
90,agemem,0,1.0,76.0,50,0,0
91,agemem,0,1.0,77.0,50,0,0
92,agemem,0,1.0,78.0,50,0,0
93,agemem,0,0.0,78.0,50,0,0
94,agemem,0,1.0,79.0,50,0,0
95,agemem,0,0.0,79.0,50,0,0
96,agemem,0,1.0,80.0,50,0,0
97,agemem,0,1.0,81.0,50,0,0
98,agemem,0,1.0,82.0,50,0,0
99,agemem,0,1.0,83.0,50,0,0
0,smtr_tci,0,0.0,0.0,1,1,0
1,smtr_tci,0,1.0,1.0,2,1,1
2,smtr_tci,0,0.0,1.0,3,2,1
3,smtr_tci,0,1.0,2.0,4,2,2
4,smtr_tci,0,0.0,2.0,5,3,2
5,smtr_tci,0,0.0,2.0,6,4,2
6,smtr_tci,0,1.0,3.0,7,5,2
7,smtr_tci,0,0.0,3.0,8,6,2
8,smtr_tci,0,1.0,4.0,9,6,3
9,smtr_tci,0,0.0,4.0,10,6,4
10,smtr_tci,0,1.0,5.0,11,7,4
11,smtr_tci,0,1.0,6.0,12,8,4
12,smtr_tci,0,1.0,7.0,13,8,5
13,smtr_tci,0,1.0,8.0,14,8,6
14,smtr_tci,0,1.0,9.0,15,8,7
15,smtr_tci,0,0.0,9.0,16,8,8
16,smtr_tci,0,1.0,10.0,17,8,9
17,smtr_tci,0,1.0,11.0,18,8,10
18,smtr_tci,0,0.0,11.0,19,9,10
19,smtr_tci,0,1.0,12.0,20,9,11
20,smtr_tci,0,1.0,13.0,21,9,12
21,smtr_tci,0,1.0,14.0,22,10,12
22,smtr_tci,0,1.0,15.0,23,10,13
23,smtr_tci,0,1.0,16.0,24,10,14
24,smtr_tci,0,1.0,17.0,25,9,16
25,smtr_tci,0,1.0,18.0,26,10,16
26,smtr_tci,0,1.0,19.0,27,11,16
27,smtr_tci,0,1.0,20.0,28,12,16
28,smtr_tci,0,1.0,21.0,29,12,17
29,smtr_tci,0,1.0,22.0,30,13,17
30,smtr_tci,0,1.0,23.0,31,14,17
31,smtr_tci,0,1.0,24.0,32,14,18
32,smtr_tci,0,1.0,25.0,33,15,18
33,smtr_tci,0,1.0,26.0,34,16,18
34,smtr_tci,0,1.0,27.0,35,17,18
35,smtr_tci,0,1.0,28.0,36,18,18
36,smtr_tci,0,1.0,29.0,37,17,20
37,smtr_tci,0,1.0,30.0,38,17,21
38,smtr_tci,0,1.0,31.0,39,18,21
39,smtr_tci,0,1.0,32.0,40,19,21
40,smtr_tci,0,0.0,32.0,41,20,21
41,smtr_tci,0,1.0,33.0,42,21,21
42,smtr_tci,0,1.0,34.0,43,21,22
43,smtr_tci,0,1.0,35.0,44,22,22
44,smtr_tci,0,1.0,36.0,45,22,23
45,smtr_tci,0,1.0,37.0,46,23,23
46,smtr_tci,0,1.0,38.0,47,24,23
47,smtr_tci,0,1.0,39.0,48,25,23
48,smtr_tci,0,1.0,40.0,49,25,24
49,smtr_tci,0,1.0,41.0,50,26,24
50,smtr_tci,0,1.0,42.0,51,26,25
51,smtr_tci,0,1.0,43.0,52,26,26
52,smtr_tci,0,1.0,44.0,53,26,27
53,smtr_tci,0,1.0,45.0,54,25,29
54,smtr_tci,0,1.0,46.0,55,25,30
55,smtr_tci,0,1.0,47.0,56,25,31
56,smtr_tci,0,1.0,48.0,57,26,31
57,smtr_tci,0,1.0,49.0,58,26,32
58,smtr_tci,0,0.0,49.0,59,27,32
59,smtr_tci,0,1.0,50.0,60,28,32
60,smtr_tci,0,1.0,51.0,61,28,33
61,smtr_tci,0,1.0,52.0,62,28,34
62,smtr_tci,0,1.0,53.0,63,29,34
63,smtr_tci,0,1.0,54.0,64,29,35
64,smtr_tci,0,1.0,55.0,65,27,38
65,smtr_tci,0,1.0,56.0,66,27,39
66,smtr_tci,0,1.0,57.0,67,27,40
67,smtr_tci,0,1.0,58.0,68,27,41
68,smtr_tci,0,1.0,59.0,69,28,41
69,smtr_tci,0,1.0,60.0,70,27,43
70,smtr_tci,0,1.0,61.0,71,28,43
71,smtr_tci,0,1.0,62.0,72,27,45
72,smtr_tci,0,1.0,63.0,73,28,45
73,smtr_tci,0,1.0,64.0,74,28,46
74,smtr_tci,0,1.0,65.0,75,29,46
75,smtr_tci,0,1.0,66.0,76,28,48
76,smtr_tci,0,1.0,67.0,77,29,48
77,smtr_tci,0,1.0,68.0,78,29,49
78,smtr_tci,0,1.0,69.0,79,29,50
79,smtr_tci,0,1.0,70.0,80,29,51
80,smtr_tci,0,1.0,71.0,81,28,53
81,smtr_tci,0,1.0,72.0,82,29,53
82,smtr_tci,0,1.0,73.0,83,30,53
83,smtr_tci,0,1.0,74.0,84,30,54
84,smtr_tci,0,1.0,75.0,85,29,56
85,smtr_tci,0,1.0,76.0,86,30,56
86,smtr_tci,0,1.0,77.0,87,31,56
87,smtr_tci,0,1.0,78.0,88,29,59
88,smtr_tci,0,1.0,79.0,89,28,61
89,smtr_tci,0,1.0,80.0,90,29,61
90,smtr_tci,0,1.0,81.0,91,30,61
91,smtr_tci,0,1.0,82.0,92,31,61
92,smtr_tci,0,1.0,83.0,93,31,62
93,smtr_tci,0,0.0,83.0,94,31,63
94,smtr_tci,0,1.0,84.0,95,30,65
95,smtr_tci,0,1.0,85.0,96,31,65
96,smtr_tci,0,1.0,86.0,97,30,67
97,smtr_tci,0,1.0,87.0,98,31,67
98,smtr_tci,0,1.0,88.0,99,32,67
99,smtr_tci,0,1.0,89.0,100,33,67
0,full_memory,1,0.0,0.0,1,0,0
