scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
bargaining,full_memory,bargaining:12,1,-0.16666666666666666,-0.5,1.5,-1.5,6,6,6,0,2,0,1,1,2,0.0
bargaining,retrieval,bargaining:12,1,0.5,0.5,1.5,-0.5,3,3,3,0,1,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:12,1,1.1666666666666667,0.5,2.5,0.5,2,2,2,0,2,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:12,1,1.1666666666666667,0.5,2.5,0.5,0,2,0,0,2,0,0,0,0,0.9428090415820634
bargaining,no_memory,bargaining:12,2,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:12,2,-0.6111111111111112,-0.6666666666666667,-0.5,-0.6666666666666667,6,6,6,0,0,0,1,1,1,0.0
bargaining,retrieval,bargaining:12,2,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:12,2,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:12,2,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:15,0,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:15,0,0.7222222222222222,0.3333333333333333,1.3333333333333333,0.5,6,6,6,1,2,2,1,1,2,0.0
bargaining,retrieval,bargaining:15,0,-0.27777777777777785,-0.6666666666666667,0.3333333333333333,-0.5,3,3,3,0,1,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:15,0,2.055555555555556,1.3333333333333333,2.3333333333333335,2.5,3,3,3,1,2,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:15,0,2.055555555555556,1.3333333333333333,2.3333333333333335,2.5,1,2,2,1,2,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:15,1,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:15,1,1.5555555555555554,2.1666666666666665,1.1666666666666667,1.3333333333333333,6,6,6,3,2,3,1,1,2,0.0
bargaining,retrieval,bargaining:15,1,1.8888888888888886,2.1666666666666665,1.1666666666666667,2.3333333333333335,3,3,3,2,1,2,0,0,0,0.0
bargaining,smtr_uniform,bargaining:15,1,2.888888888888889,3.1666666666666665,2.1666666666666665,3.3333333333333335,3,3,3,3,2,3,0,0,0,0.0
bargaining,smtr_receiver,bargaining:15,1,2.888888888888889,3.1666666666666665,2.1666666666666665,3.3333333333333335,3,2,3,3,2,3,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:15,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:15,2,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,6,6,6,2,1,2,1,1,1,0.0
bargaining,retrieval,bargaining:15,2,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,3,3,3,2,1,2,0,0,0,0.0
bargaining,smtr_uniform,bargaining:15,2,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2,2,2,2,1,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:15,2,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2,1,2,2,1,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:16,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:16,0,0.1666666666666667,-0.16666666666666663,0.8333333333333334,-0.16666666666666663,6,6,6,0,0,0,1,0,1,0.0
bargaining,retrieval,bargaining:16,0,0.1666666666666667,-0.16666666666666663,0.8333333333333334,-0.16666666666666663,3,3,3,0,0,0,1,0,1,0.0
bargaining,smtr_uniform,bargaining:16,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:16,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:16,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:16,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.33333333333333337,6,6,6,0,0,0,0,0,1,0.0
bargaining,retrieval,bargaining:16,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.33333333333333337,3,3,3,0,0,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:16,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:16,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:16,2,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:16,2,-0.2777777777777778,0.3333333333333333,0.3333333333333333,-1.5,6,6,6,1,1,0,1,1,2,0.0
bargaining,retrieval,bargaining:16,2,0.7222222222222222,1.3333333333333333,1.3333333333333333,-0.5,3,3,3,1,1,0,0,0,1,0.0
bargaining,smtr_uniform,bargaining:16,2,1.0555555555555556,1.3333333333333333,1.3333333333333333,0.5,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:16,2,1.0555555555555556,1.3333333333333333,1.3333333333333333,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:18,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:18,0,-0.5,-0.5,-0.5,-0.5,6,6,6,1,0,1,2,1,2,0.0
bargaining,retrieval,bargaining:18,0,-0.5,-0.5,-0.5,-0.5,3,3,3,1,0,1,2,1,2,0.0
bargaining,smtr_uniform,bargaining:18,0,1.1666666666666667,1.5,0.5,1.5,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:18,0,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:18,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:18,1,-0.16666666666666666,-0.5,-0.5,0.5,6,6,6,0,0,1,1,1,1,0.0
bargaining,retrieval,bargaining:18,1,0.5,0.5,0.5,0.5,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:18,1,0.8333333333333334,0.5,0.5,1.5,1,1,1,0,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:18,1,0.8333333333333334,0.5,0.5,1.5,0,0,1,0,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:18,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:18,2,1.5,1.8333333333333335,1.8333333333333335,0.8333333333333334,6,6,6,1,1,0,0,0,0,0.0
bargaining,retrieval,bargaining:18,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:18,2,1.5,1.8333333333333335,1.8333333333333335,0.8333333333333334,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:18,2,1.5,1.8333333333333335,1.8333333333333335,0.8333333333333334,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:19,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:19,0,-0.3333333333333334,-1.3333333333333335,0.6666666666666666,-0.33333333333333337,6,6,6,0,1,0,2,1,1,0.0
bargaining,retrieval,bargaining:19,0,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,3,3,3,0,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:19,0,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:19,0,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:19,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:19,1,0.5,0.5,1.5,-0.5,6,6,6,0,1,0,0,0,1,0.0
bargaining,retrieval,bargaining:19,1,0.8333333333333334,0.5,1.5,0.5,3,3,3,0,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:19,1,0.8333333333333334,0.5,1.5,0.5,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:19,1,0.8333333333333334,0.5,1.5,0.5,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:19,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:19,2,2.1666666666666665,2.5,3.5,0.5,6,6,6,2,3,1,0,0,1,0.0
bargaining,retrieval,bargaining:19,2,1.5,1.5,2.5,0.5,3,3,3,1,2,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:19,2,2.5,2.5,3.5,1.5,3,3,3,2,3,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:19,2,2.5,2.5,3.5,1.5,2,3,1,2,3,1,0,0,0,0.816496580927726
bargaining,no_memory,bargaining:2,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:2,0,-1.1666666666666667,-0.16666666666666663,-0.16666666666666663,-3.1666666666666665,6,6,6,1,1,0,2,2,4,0.0
bargaining,retrieval,bargaining:2,0,-0.8333333333333331,-1.1666666666666665,-0.16666666666666663,-1.1666666666666665,3,3,3,0,0,0,2,1,2,0.0
bargaining,smtr_uniform,bargaining:2,0,1.5,1.8333333333333335,1.8333333333333335,0.8333333333333334,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:2,0,1.5,1.8333333333333335,1.8333333333333335,0.8333333333333334,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:2,1,-2.3333333333333335,-3.3333333333333335,-1.3333333333333335,-2.3333333333333335,6,6,6,0,1,1,4,3,4,0.0
bargaining,retrieval,bargaining:2,1,-0.6666666666666669,-1.3333333333333335,0.6666666666666666,-1.3333333333333335,3,3,3,0,1,0,2,1,2,0.0
bargaining,smtr_uniform,bargaining:2,1,1.3333333333333333,0.6666666666666666,1.6666666666666665,1.6666666666666665,2,2,2,0,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:2,1,1.3333333333333333,0.6666666666666666,1.6666666666666665,1.6666666666666665,0,1,1,0,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:2,2,0.5,0.3333333333333333,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:2,2,0.1666666666666666,1.3333333333333333,0.5,-1.3333333333333335,6,6,6,1,1,1,0,1,3,0.0
bargaining,retrieval,bargaining:2,2,1.1666666666666665,1.3333333333333333,1.5,0.6666666666666666,3,3,3,1,1,1,0,0,1,0.0
bargaining,smtr_uniform,bargaining:2,2,1.5,1.3333333333333333,1.5,1.6666666666666665,2,2,2,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:2,2,1.5,1.3333333333333333,1.5,1.6666666666666665,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:21,0,0.888888888888889,0.8333333333333334,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:21,0,-0.44444444444444436,-0.16666666666666663,-1.0,-0.16666666666666663,6,6,6,0,0,0,1,2,1,0.0
bargaining,retrieval,bargaining:21,0,0.5555555555555556,0.8333333333333334,0.0,0.8333333333333334,3,3,3,0,0,0,0,1,0,0.0
bargaining,smtr_uniform,bargaining:21,0,0.888888888888889,0.8333333333333334,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:21,0,0.888888888888889,0.8333333333333334,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:21,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:21,1,0.5,0.5,0.5,0.5,6,6,6,1,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:21,1,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:21,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:21,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:21,2,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:21,2,0.5555555555555556,1.1666666666666667,0.3333333333333333,0.16666666666666666,6,6,6,1,1,0,0,1,0,0.0
bargaining,retrieval,bargaining:21,2,0.5555555555555556,1.1666666666666667,0.3333333333333333,0.16666666666666666,3,3,3,1,1,0,0,1,0,0.0
bargaining,smtr_uniform,bargaining:21,2,0.8888888888888888,1.1666666666666667,1.3333333333333333,0.16666666666666666,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:21,2,0.8888888888888888,1.1666666666666667,1.3333333333333333,0.16666666666666666,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:22,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:22,0,0.5,-0.5,1.5,0.5,6,6,6,1,2,2,2,1,2,0.0
bargaining,retrieval,bargaining:22,0,0.16666666666666666,-0.5,0.5,0.5,3,3,3,0,0,1,1,0,1,0.0
bargaining,smtr_uniform,bargaining:22,0,2.1666666666666665,1.5,2.5,2.5,3,3,3,1,2,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:22,0,2.1666666666666665,1.5,2.5,2.5,1,2,2,1,2,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:22,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:22,1,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,6,6,6,1,0,1,0,0,0,0.0
bargaining,retrieval,bargaining:22,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,3,3,3,0,0,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:22,1,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2,2,2,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:22,1,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:22,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:22,2,0.5,0.16666666666666666,0.16666666666666666,1.1666666666666667,6,6,6,1,0,1,1,0,0,0.0
bargaining,retrieval,bargaining:22,2,0.8333333333333334,1.1666666666666667,0.16666666666666666,1.1666666666666667,3,3,3,1,0,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:22,2,0.8333333333333334,1.1666666666666667,0.16666666666666666,1.1666666666666667,2,2,2,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:22,2,0.8333333333333334,1.1666666666666667,0.16666666666666666,1.1666666666666667,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:26,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:26,0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,6,6,6,2,2,2,0,0,0,0.0
bargaining,retrieval,bargaining:26,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:26,0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:26,0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,2,2,2,2,2,0,0,0,0.0
bargaining,no_memory,bargaining:26,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:26,1,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,6,6,6,0,1,0,0,0,0,0.0
bargaining,retrieval,bargaining:26,1,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,3,3,3,0,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:26,1,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:26,1,0.5000000000000001,0.16666666666666666,1.1666666666666667,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:26,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:26,2,0.8333333333333334,1.5,0.5,0.5,6,6,6,2,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:26,2,1.8333333333333333,2.5,1.5,1.5,3,3,3,2,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:26,2,1.8333333333333333,2.5,1.5,1.5,2,2,2,2,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:26,2,1.8333333333333333,2.5,1.5,1.5,2,1,1,2,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:27,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:27,0,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,6,6,6,0,0,0,1,1,1,0.0
bargaining,retrieval,bargaining:27,0,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,-0.8333333333333334,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:27,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:27,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:27,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:27,1,0.6666666666666666,1.0,0.0,1.0,6,6,6,1,0,1,0,0,0,0.0
bargaining,retrieval,bargaining:27,1,0.6666666666666666,1.0,0.0,1.0,3,3,3,1,0,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:27,1,0.6666666666666666,1.0,0.0,1.0,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:27,1,0.6666666666666666,1.0,0.0,1.0,1,0,1,1,0,1,0,0,0,0.4714045207910317
